Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,21/09/18,Goiás,Ponte Preta,B,28
2,21/09/18,Fortaleza,Vila Nova,B,28
3,22/09/18,Avaí,Sampaio Corrêa,B,28
4,22/09/18,Guarani,CSA,B,28
5,05/10/18,Sport,Internacional,A,28
6,05/10/18,Corinthians,Flamengo,A,28
7,05/10/18,EC Vitória,Santos,A,28
8,06/10/18,Athletico-PR,América-MG,A,28
9,06/10/18,Chapecoense,Atlético-MG,A,28
10,06/10/18,São Paulo,Palmeiras,A,28
11,06/10/18,Grêmio,Bahia,A,28
12,08/10/18,Fluminense,Paraná,A,28
13,09/10/18,Botafogo,Vasco,A,28
14,24/10/18,Cruzeiro,Ceará,A,28
