Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,05/06/18,São Paulo,Internacional,A,10
2,06/06/18,EC Vitória,Chapecoense,A,10
3,06/06/18,Botafogo,Ceará,A,10
4,06/06/18,Corinthians,Santos,A,10
5,06/06/18,Sport,Athletico-PR,A,10
6,06/06/18,Grêmio,Palmeiras,A,10
7,06/06/18,Cruzeiro,Vasco,A,10
8,07/06/18,Paraná,Bahia,A,10
9,07/06/18,Fluminense,Flamengo,A,10
10,07/06/18,América-MG,Atlético-MG,A,10
11,08/06/18,Avaí,Coritiba,B,10
12,09/06/18,CSA,CRB,B,10
13,09/06/18,São Bento,Fortaleza,B,10
14,09/06/18,Guarani,Vila Nova,B,10
