Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,09/06/18,Athletico-PR,São Paulo,A,11
2,09/06/18,Chapecoense,Cruzeiro,A,11
3,09/06/18,Vasco,Sport,A,11
4,09/06/18,Corinthians,EC Vitória,A,11
5,10/06/18,Atlético-MG,Fluminense,A,11
6,10/06/18,Bahia,Botafogo,A,11
7,10/06/18,Grêmio,América-MG,A,11
8,10/06/18,Ceará,Palmeiras,A,11
9,10/06/18,Flamengo,Paraná,A,11
10,10/06/18,Santos,Internacional,A,11
11,12/06/18,Figueirense,Sampaio Corrêa,B,11
12,15/06/18,CRB,Ponte Preta,B,11
13,16/06/18,Oeste,Criciúma,B,11
14,16/06/18,Vila Nova,Atlético-GO,B,11
