Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,16/10/18,Brasil-RS,Atlético-GO,B,32
2,19/10/18,CRB,Goiás,B,32
3,19/10/18,Ponte Preta,Figueirense,B,32
4,20/10/18,Sampaio Corrêa,Londrina,B,32
5,03/11/18,Fluminense,Vasco,A,32
6,03/11/18,Atlético-MG,Grêmio,A,32
7,03/11/18,Palmeiras,Santos,A,32
8,04/11/18,América-MG,Cruzeiro,A,32
9,04/11/18,Paraná,EC Vitória,A,32
10,04/11/18,São Paulo,Flamengo,A,32
11,04/11/18,Botafogo,Corinthians,A,32
12,04/11/18,Internacional,Athletico-PR,A,32
13,04/11/18,Bahia,Chapecoense,A,32
14,05/11/18,Sport,Ceará,A,32
