Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,17/04/18,Coritiba,Atlético-GO,B,2
2,17/04/18,Boa Esporte,Fortaleza,B,2
3,21/04/18,Bahia,Santos,A,2
4,21/04/18,Flamengo,América-MG,A,2
5,21/04/18,Goiás,Figueirense,B,2
6,21/04/18,Guarani,Sampaio Corrêa,B,2
7,22/04/18,Paraná,Corinthians,A,2
8,22/04/18,Ceará,São Paulo,A,2
9,22/04/18,Atlético-MG,EC Vitória,A,2
10,22/04/18,Fluminense,Cruzeiro,A,2
11,22/04/18,Chapecoense,Vasco,A,2
12,22/04/18,Palmeiras,Internacional,A,2
13,22/04/18,Grêmio,Athletico-PR,A,2
14,23/04/18,Sport,Botafogo,A,2
