Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,14/08/18,Ponte Preta,Criciúma,B,21
2,17/08/18,Londrina,Paysandu,B,21
3,17/08/18,Vila Nova,CRB,B,21
4,18/08/18,Sampaio Corrêa,Guarani,B,21
5,25/08/18,Santos,Bahia,A,21
6,25/08/18,Corinthians,Paraná,A,21
7,25/08/18,Athletico-PR,Grêmio,A,21
8,25/08/18,Cruzeiro,Fluminense,A,21
9,25/08/18,Botafogo,Sport,A,21
10,26/08/18,São Paulo,Ceará,A,21
11,26/08/18,América-MG,Flamengo,A,21
12,26/08/18,Internacional,Palmeiras,A,21
13,26/08/18,EC Vitória,Atlético-MG,A,21
14,26/08/18,Vasco,Chapecoense,A,21
