Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,24/08/18,Atlético-GO,CRB,B,23
2,25/08/18,São Bento,Avaí,B,23
3,25/08/18,Paysandu,Sampaio Corrêa,B,23
4,25/08/18,Juventude,Boa Esporte,B,23
5,05/09/18,Bahia,Sport,A,23
6,05/09/18,Botafogo,Cruzeiro,A,23
7,05/09/18,Ceará,Corinthians,A,23
8,05/09/18,Palmeiras,Athletico-PR,A,23
9,05/09/18,Paraná,Chapecoense,A,23
10,05/09/18,Atlético-MG,São Paulo,A,23
11,05/09/18,Internacional,Flamengo,A,23
12,06/09/18,Santos,Grêmio,A,23
13,06/09/18,Fluminense,EC Vitória,A,23
14,06/09/18,América-MG,Vasco,A,23
