Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,27/07/18,Avaí,CSA,B,18
2,28/07/18,Criciúma,Vila Nova,B,18
3,28/07/18,Boa Esporte,Sampaio Corrêa,B,18
4,28/07/18,Guarani,Brasil-RS,B,18
5,11/08/18,Ceará,Athletico-PR,A,18
6,11/08/18,Bahia,América-MG,A,18
7,12/08/18,Paraná,Botafogo,A,18
8,12/08/18,Atlético-MG,Santos,A,18
9,12/08/18,Sport,São Paulo,A,18
10,12/08/18,Flamengo,Cruzeiro,A,18
11,12/08/18,Chapecoense,Corinthians,A,18
12,12/08/18,Grêmio,EC Vitória,A,18
13,12/08/18,Palmeiras,Vasco,A,18
14,13/08/18,Fluminense,Internacional,A,18
