Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,04/07/18,Avaí,Goiás,B,14
2,04/07/18,Coritiba,Paysandu,B,14
3,05/07/18,Brasil-RS,CSA,B,14
4,05/07/18,Criciúma,Figueirense,B,14
5,21/07/18,Flamengo,Botafogo,A,14
6,21/07/18,São Paulo,Corinthians,A,14
7,22/07/18,Vasco,Grêmio,A,14
8,22/07/18,Palmeiras,Atlético-MG,A,14
9,22/07/18,Paraná,América-MG,A,14
10,22/07/18,Bahia,EC Vitória,A,14
11,22/07/18,Sport,Fluminense,A,14
12,22/07/18,Cruzeiro,Athletico-PR,A,14
13,22/07/18,Chapecoense,Santos,A,14
14,23/07/18,Internacional,Ceará,A,14
