Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,15/05/18,Criciúma,Juventude,B,6
2,15/05/18,CRB,Avaí,B,6
3,18/05/18,Figueirense,Fortaleza,B,6
4,19/05/18,Atlético-MG,Cruzeiro,A,6
5,19/05/18,Flamengo,Vasco,A,6
6,19/05/18,Palmeiras,Bahia,A,6
7,19/05/18,Boa Esporte,Coritiba,B,6
8,20/05/18,EC Vitória,Ceará,A,6
9,20/05/18,São Paulo,Santos,A,6
10,20/05/18,América-MG,Botafogo,A,6
11,20/05/18,Paraná,Grêmio,A,6
12,20/05/18,Sport,Corinthians,A,6
13,20/05/18,Fluminense,Athletico-PR,A,6
14,21/05/18,Internacional,Chapecoense,A,6
