Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,17/07/18,Vila Nova,Brasil-RS,B,16
2,17/07/18,Avaí,Atlético-GO,B,16
3,21/07/18,Coritiba,São Bento,B,16
4,21/07/18,Juventude,CRB,B,16
5,28/07/18,Ceará,Fluminense,A,16
6,29/07/18,Palmeiras,Paraná,A,16
7,29/07/18,Vasco,Corinthians,A,16
8,29/07/18,Flamengo,Sport,A,16
9,29/07/18,Athletico-PR,EC Vitória,A,16
10,29/07/18,Internacional,Botafogo,A,16
11,29/07/18,Cruzeiro,São Paulo,A,16
12,29/07/18,Santos,América-MG,A,16
13,29/07/18,Chapecoense,Grêmio,A,16
14,30/07/18,Bahia,Atlético-MG,A,16
