Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,29/05/18,São Bento,Figueirense,B,8
2,30/05/18,Vasco,Paraná,A,8
3,30/05/18,EC Vitória,Internacional,A,8
4,30/05/18,Sport,Atlético-MG,A,8
5,30/05/18,Chapecoense,Ceará,A,8
6,30/05/18,São Paulo,Botafogo,A,8
7,30/05/18,Grêmio,Fluminense,A,8
8,30/05/18,Cruzeiro,Palmeiras,A,8
9,31/05/18,Flamengo,Bahia,A,8
10,31/05/18,Corinthians,América-MG,A,8
11,31/05/18,Athletico-PR,Santos,A,8
12,01/06/18,Paysandu,Boa Esporte,B,8
13,01/06/18,Avaí,Criciúma,B,8
14,02/06/18,Fortaleza,Sampaio Corrêa,B,8
