Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,13/11/18,Figueirense,Paysandu,B,37
2,13/11/18,Ponte Preta,Coritiba,B,37
3,16/11/18,Londrina,CRB,B,37
4,17/11/18,Oeste,Goiás,B,37
5,24/11/18,Santos,Atlético-MG,A,37
6,25/11/18,Athletico-PR,Ceará,A,37
7,25/11/18,Cruzeiro,Flamengo,A,37
8,25/11/18,EC Vitória,Grêmio,A,37
9,25/11/18,Vasco,Palmeiras,A,37
10,25/11/18,Internacional,Fluminense,A,37
11,25/11/18,América-MG,Bahia,A,37
12,25/11/18,Corinthians,Chapecoense,A,37
13,26/11/18,Botafogo,Paraná,A,37
14,26/11/18,São Paulo,Sport,A,37
