Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,21/08/18,Londrina,Ponte Preta,B,22
2,21/08/18,Criciúma,Coritiba,B,22
3,21/08/18,Guarani,Atlético-GO,B,22
4,21/08/18,Goiás,São Bento,B,22
5,01/09/18,EC Vitória,América-MG,A,22
6,01/09/18,Grêmio,Botafogo,A,22
7,01/09/18,Vasco,Santos,A,22
8,01/09/18,Corinthians,Atlético-MG,A,22
9,02/09/18,Flamengo,Ceará,A,22
10,02/09/18,Athletico-PR,Bahia,A,22
11,02/09/18,Sport,Paraná,A,22
12,02/09/18,São Paulo,Fluminense,A,22
13,02/09/18,Cruzeiro,Internacional,A,22
14,02/09/18,Chapecoense,Palmeiras,A,22
