Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,25/09/18,Ponte Preta,Brasil-RS,B,29
2,28/09/18,Vila Nova,Guarani,B,29
3,29/09/18,Figueirense,Atlético-GO,B,29
4,29/09/18,Coritiba,Avaí,B,29
5,13/10/18,Flamengo,Fluminense,A,29
6,13/10/18,Santos,Corinthians,A,29
7,13/10/18,Bahia,Paraná,A,29
8,14/10/18,Chapecoense,EC Vitória,A,29
9,14/10/18,Vasco,Cruzeiro,A,29
10,14/10/18,Internacional,São Paulo,A,29
11,14/10/18,Palmeiras,Grêmio,A,29
12,14/10/18,Atlético-MG,América-MG,A,29
13,14/10/18,Athletico-PR,Sport,A,29
14,15/10/18,Ceará,Botafogo,A,29
