Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,07/08/18,Paysandu,Ponte Preta,B,20
2,08/08/18,Ceará,Santos,A,20
3,11/08/18,São Bento,Brasil-RS,B,20
4,11/08/18,Juventude,Figueirense,B,20
5,11/08/18,Criciúma,Atlético-GO,B,20
6,22/08/18,Bahia,Internacional,A,20
7,22/08/18,Paraná,São Paulo,A,20
8,22/08/18,Palmeiras,Botafogo,A,20
9,22/08/18,Sport,América-MG,A,20
10,22/08/18,Fluminense,Corinthians,A,20
11,22/08/18,Grêmio,Cruzeiro,A,20
12,23/08/18,Flamengo,EC Vitória,A,20
13,23/08/18,Atlético-MG,Vasco,A,20
14,13/09/18,Chapecoense,Athletico-PR,A,20
