Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,08/05/18,Coritiba,Brasil-RS,B,5
2,12/05/18,Grêmio,Internacional,A,5
3,12/05/18,CSA,Boa Esporte,B,5
4,12/05/18,Figueirense,Avaí,B,5
5,13/05/18,Cruzeiro,Sport,A,5
6,13/05/18,Athletico-PR,Atlético-MG,A,5
7,13/05/18,Vasco,EC Vitória,A,5
8,13/05/18,Corinthians,Palmeiras,A,5
9,13/05/18,Bahia,São Paulo,A,5
10,13/05/18,Chapecoense,Flamengo,A,5
11,13/05/18,Santos,Paraná,A,5
12,13/05/18,Vila Nova,Ponte Preta,B,5
13,14/05/18,Botafogo,Fluminense,A,5
14,14/05/18,Ceará,América-MG,A,5
