Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,01/05/18,Brasil-RS,Figueirense,B,4
2,04/05/18,Sampaio Corrêa,Paysandu,B,4
3,04/05/18,Oeste,Coritiba,B,4
4,05/05/18,Vasco,América-MG,A,4
5,05/05/18,São Paulo,Atlético-MG,A,4
6,05/05/18,Guarani,Ponte Preta,B,4
7,06/05/18,Corinthians,Ceará,A,4
8,06/05/18,Flamengo,Internacional,A,4
9,06/05/18,Cruzeiro,Botafogo,A,4
10,06/05/18,Athletico-PR,Palmeiras,A,4
11,06/05/18,EC Vitória,Fluminense,A,4
12,06/05/18,Grêmio,Santos,A,4
13,06/05/18,Sport,Bahia,A,4
14,07/05/18,Chapecoense,Paraná,A,4
