Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,06/11/18,São Bento,Coritiba,B,35
2,06/11/18,Londrina,Criciúma,B,35
3,06/11/18,Atlético-GO,Avaí,B,35
4,06/11/18,Ponte Preta,Boa Esporte,B,35
5,17/11/18,Corinthians,Vasco,A,35
6,17/11/18,EC Vitória,Athletico-PR,A,35
7,17/11/18,Atlético-MG,Bahia,A,35
8,18/11/18,Paraná,Palmeiras,A,35
9,18/11/18,América-MG,Santos,A,35
10,18/11/18,Sport,Flamengo,A,35
11,18/11/18,Botafogo,Internacional,A,35
12,18/11/18,São Paulo,Cruzeiro,A,35
13,18/11/18,Grêmio,Chapecoense,A,35
14,19/11/18,Fluminense,Ceará,A,35
