Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,13/04/18,Oeste,CRB,B,1
2,14/04/18,Cruzeiro,Grêmio,A,1
3,14/04/18,EC Vitória,Flamengo,A,1
4,14/04/18,Santos,Ceará,A,1
5,14/04/18,Ponte Preta,Paysandu,B,1
6,14/04/18,CSA,Goiás,B,1
7,14/04/18,Londrina,Boa Esporte,B,1
8,15/04/18,América-MG,Sport,A,1
9,15/04/18,Vasco,Atlético-MG,A,1
10,15/04/18,Internacional,Bahia,A,1
11,15/04/18,Corinthians,Fluminense,A,1
12,15/04/18,Athletico-PR,Chapecoense,A,1
13,16/04/18,São Paulo,Paraná,A,1
14,16/04/18,Botafogo,Palmeiras,A,1
