Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,12/06/18,São Paulo,EC Vitória,A,12
2,13/06/18,América-MG,Chapecoense,A,12
3,13/06/18,Fluminense,Santos,A,12
4,13/06/18,Sport,Grêmio,A,12
5,13/06/18,Paraná,Cruzeiro,A,12
6,13/06/18,Palmeiras,Flamengo,A,12
7,13/06/18,Botafogo,Athletico-PR,A,12
8,13/06/18,Bahia,Corinthians,A,12
9,13/06/18,Internacional,Vasco,A,12
10,13/06/18,Atlético-MG,Ceará,A,12
11,19/06/18,Ponte Preta,CSA,B,12
12,23/06/18,São Bento,Londrina,B,12
13,23/06/18,Fortaleza,Oeste,B,12
14,23/06/18,Boa Esporte,Vila Nova,B,12
