Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,31/07/18,Atlético-GO,Paysandu,B,19
2,04/08/18,Ponte Preta,Avaí,B,19
3,04/08/18,Sampaio Corrêa,Criciúma,B,19
4,04/08/18,Brasil-RS,Goiás,B,19
5,18/08/18,Santos,Sport,A,19
6,18/08/18,Corinthians,Grêmio,A,19
7,19/08/18,Athletico-PR,Flamengo,A,19
8,19/08/18,Internacional,Paraná,A,19
9,19/08/18,EC Vitória,Palmeiras,A,19
10,19/08/18,Botafogo,Atlético-MG,A,19
11,19/08/18,Cruzeiro,Bahia,A,19
12,19/08/18,América-MG,Fluminense,A,19
13,19/08/18,São Paulo,Chapecoense,A,19
14,20/08/18,Vasco,Ceará,A,19
