Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,24/07/18,Ponte Preta,Juventude,B,17
2,24/07/18,Londrina,Oeste,B,17
3,24/07/18,Paysandu,Guarani,B,17
4,24/07/18,Figueirense,Vila Nova,B,17
5,04/08/18,Botafogo,Santos,A,17
6,04/08/18,Grêmio,Flamengo,A,17
7,04/08/18,Corinthians,Athletico-PR,A,17
8,05/08/18,EC Vitória,Cruzeiro,A,17
9,05/08/18,Paraná,Ceará,A,17
10,05/08/18,América-MG,Palmeiras,A,17
11,05/08/18,São Paulo,Vasco,A,17
12,05/08/18,Fluminense,Bahia,A,17
13,05/08/18,Sport,Chapecoense,A,17
14,06/08/18,Atlético-MG,Internacional,A,17
