Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,23/11/18,Coritiba,Fortaleza,B,38
2,24/11/18,Avaí,Ponte Preta,B,38
3,24/11/18,Juventude,CSA,B,38
4,24/11/18,Criciúma,Sampaio Corrêa,B,38
5,01/12/18,Flamengo,Athletico-PR,A,38
6,01/12/18,Atlético-MG,Botafogo,A,38
7,02/12/18,Ceará,Vasco,A,38
8,02/12/18,Grêmio,Corinthians,A,38
9,02/12/18,Bahia,Cruzeiro,A,38
10,02/12/18,Sport,Santos,A,38
11,02/12/18,Paraná,Internacional,A,38
12,02/12/18,Fluminense,América-MG,A,38
13,02/12/18,Chapecoense,São Paulo,A,38
14,02/12/18,Palmeiras,EC Vitória,A,38
