Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,13/08/10,ASA,Santo André,B,14
2,14/08/10,Flamengo,Ceará,A,14
3,14/08/10,Palmeiras,Athletico-PR,A,14
4,14/08/10,Atlético-GO,Botafogo,A,14
5,14/08/10,Atlético-MG,Guarani,A,14
6,15/08/10,São Paulo,Cruzeiro,A,14
7,15/08/10,Fluminense,Internacional,A,14
8,15/08/10,Gremio Prudente,Vasco,A,14
9,15/08/10,Avai,Corinthians,A,14
10,15/08/10,EC Vitória,Santos,A,14
11,15/08/10,Grêmio,Goiás,A,14
12,23/10/10,Icasa,Figueirense,B,31
13,06/11/10,ASA,Vila Nova,B,34
14,20/11/10,América-MG,Sport,B,37
