Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,22/05/10,Icasa,América-RN,B,3
2,25/05/10,Bragantino,São Caetano,B,4
3,01/06/10,São Caetano,Náutico,B,6
4,04/09/10,Brasiliense,América-RN,B,19
5,09/10/10,Santos,Athletico-PR,A,29
6,09/10/10,Gremio Prudente,São Paulo,A,29
7,09/10/10,Vasco,Grêmio,A,29
8,10/10/10,Cruzeiro,Fluminense,A,29
9,10/10/10,Corinthians,Atlético-GO,A,29
10,10/10/10,Botafogo,Palmeiras,A,29
11,10/10/10,Goiás,EC Vitória,A,29
12,10/10/10,Avai,Flamengo,A,29
13,10/10/10,Ceará,Guarani,A,29
14,10/10/10,Internacional,Atlético-MG,A,29
