Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,05/06/10,Avai,Fluminense,A,7
2,05/06/10,Flamengo,Goiás,A,7
3,05/06/10,EC Vitória,Athletico-PR,A,7
4,06/06/10,São Paulo,Grêmio,A,7
5,06/06/10,Santos,Vasco,A,7
6,06/06/10,Atlético-MG,Ceará,A,7
7,06/06/10,Botafogo,Corinthians,A,7
8,06/06/10,Guarani,Gremio Prudente,A,7
9,06/06/10,Internacional,Palmeiras,A,7
10,06/06/10,Atlético-GO,Cruzeiro,A,7
11,07/08/10,Brasiliense,Vila Nova,B,12
12,19/10/10,São Caetano,Portuguesa,B,30
13,20/11/10,Brasiliense,Ponte Preta,B,37
14,26/11/10,Duque de Caxias,ASA,B,38
