Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,07/05/10,Bahia,América-RN,B,1
2,01/09/10,Grêmio,Guarani,A,18
3,01/09/10,EC Vitória,Internacional,A,18
4,01/09/10,Gremio Prudente,Botafogo,A,18
5,01/09/10,Goiás,Atlético-MG,A,18
6,01/09/10,Cruzeiro,Flamengo,A,18
7,01/09/10,Athletico-PR,Ceará,A,18
8,01/09/10,Fluminense,Palmeiras,A,18
9,02/09/10,Santos,Avai,A,18
10,02/09/10,São Paulo,Atlético-GO,A,18
11,14/09/10,Santo André,Paraná,B,22
12,12/10/10,Icasa,Portuguesa,B,28
13,13/10/10,Vasco,Corinthians,A,18
14,06/11/10,São Caetano,Sport,B,34
