Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,20/08/10,Vila Nova,ASA,B,15
2,23/10/10,Vila Nova,Brasiliense,B,31
3,23/10/10,Bahia,ASA,B,31
4,06/11/10,Atlético-MG,Santos,A,34
5,06/11/10,Grêmio,Ceará,A,34
6,06/11/10,Atlético-GO,Internacional,A,34
7,07/11/10,São Paulo,Corinthians,A,34
8,07/11/10,Gremio Prudente,Goiás,A,34
9,07/11/10,EC Vitória,Cruzeiro,A,34
10,07/11/10,Avai,Botafogo,A,34
11,07/11/10,Fluminense,Vasco,A,34
12,07/11/10,Palmeiras,Guarani,A,34
13,07/11/10,Flamengo,Athletico-PR,A,34
14,13/11/10,América-RN,Americana,B,36
