Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,17/07/10,Portuguesa,Icasa,B,9
2,14/08/10,América-RN,Vila Nova,B,14
3,07/09/10,Ipatinga,Paraná,B,20
4,11/09/10,Brasiliense,Santo André,B,21
5,10/11/10,Ceará,Botafogo,A,35
6,13/11/10,Corinthians,Cruzeiro,A,35
7,13/11/10,Santos,Grêmio,A,35
8,13/11/10,Atlético-MG,Flamengo,A,35
9,14/11/10,Fluminense,Goiás,A,35
10,14/11/10,Internacional,Avai,A,35
11,14/11/10,Atlético-GO,Palmeiras,A,35
12,14/11/10,Guarani,EC Vitória,A,35
13,14/11/10,Vasco,São Paulo,A,35
14,14/11/10,Athletico-PR,Gremio Prudente,A,35
