Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,03/06/10,Brasiliense,São Caetano,B,7
2,21/09/10,Icasa,Sport,B,23
3,23/10/10,Botafogo,EC Vitória,A,31
4,23/10/10,Guarani,Atlético-GO,A,31
5,24/10/10,Corinthians,Palmeiras,A,31
6,24/10/10,Ceará,São Paulo,A,31
7,24/10/10,Goiás,Avai,A,31
8,24/10/10,Athletico-PR,Fluminense,A,31
9,24/10/10,Vasco,Flamengo,A,31
10,24/10/10,Santos,Gremio Prudente,A,31
11,24/10/10,Cruzeiro,Atlético-MG,A,31
12,24/10/10,Grêmio,Internacional,A,31
13,30/10/10,ASA,Portuguesa,B,32
14,02/11/10,Sport,Bragantino,B,33
