Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,15/05/10,América-RN,São Caetano,B,2
2,01/06/10,Vila Nova,Santo André,B,6
3,11/09/10,Portuguesa,Figueirense,B,21
4,09/11/10,Figueirense,América-RN,B,35
5,20/11/10,Grêmio,Athletico-PR,A,36
6,20/11/10,Flamengo,Guarani,A,36
7,20/11/10,Gremio Prudente,Ceará,A,36
8,21/11/10,São Paulo,Fluminense,A,36
9,21/11/10,Botafogo,Internacional,A,36
10,21/11/10,Palmeiras,Atlético-MG,A,36
11,21/11/10,EC Vitória,Corinthians,A,36
12,21/11/10,Cruzeiro,Vasco,A,36
13,21/11/10,Avai,Atlético-GO,A,36
14,21/11/10,Goiás,Santos,A,36
