Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,24/07/10,Vasco,Atlético-GO,A,11
2,24/07/10,Avai,Atlético-MG,A,11
3,24/07/10,Gremio Prudente,EC Vitória,A,11
4,25/07/10,Santos,São Paulo,A,11
5,25/07/10,Cruzeiro,Grêmio,A,11
6,25/07/10,Internacional,Flamengo,A,11
7,25/07/10,Goiás,Athletico-PR,A,11
8,25/07/10,Ceará,Palmeiras,A,11
9,25/07/10,Corinthians,Guarani,A,11
10,25/07/10,Botafogo,Fluminense,A,11
11,24/08/10,ASA,Americana,B,16
12,23/10/10,Sport,Náutico,B,31
13,06/11/10,São Caetano,Sport,B,34
14,12/11/10,Ipatinga,Duque de Caxias,B,36
