Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,13/08/10,Figueirense,Ipatinga,B,14
2,25/08/10,Goiás,Fluminense,A,16
3,25/08/10,Botafogo,Ceará,A,16
4,25/08/10,Avai,Internacional,A,16
5,25/08/10,Gremio Prudente,Athletico-PR,A,16
6,25/08/10,São Paulo,Vasco,A,16
7,25/08/10,Cruzeiro,Corinthians,A,16
8,25/08/10,Grêmio,Santos,A,16
9,26/08/10,EC Vitória,Guarani,A,16
10,26/08/10,Flamengo,Atlético-MG,A,16
11,26/08/10,Palmeiras,Atlético-GO,A,16
12,28/08/10,Vila Nova,Bragantino,B,17
13,10/09/10,Paraná,Ponte Preta,B,21
14,12/10/10,Ipatinga,Vila Nova,B,28
