Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,07/05/10,Portuguesa,Vila Nova,B,1
2,21/09/10,Paraná,Duque de Caxias,B,23
3,01/10/10,Vasco,Goiás,A,27
4,02/10/10,Santos,Palmeiras,A,27
5,02/10/10,Corinthians,Ceará,A,27
6,02/10/10,Gremio Prudente,Fluminense,A,27
7,02/10/10,EC Vitória,Grêmio,A,27
8,02/10/10,Cruzeiro,Athletico-PR,A,27
9,02/10/10,Botafogo,Flamengo,A,27
10,02/10/10,Internacional,Guarani,A,27
11,02/10/10,Avai,São Paulo,A,27
12,02/10/10,Atlético-GO,Atlético-MG,A,27
13,09/10/10,Bragantino,Coritiba,B,27
14,06/11/10,Ponte Preta,Portuguesa,B,34
