Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,14/05/10,Figueirense,Portuguesa,B,2
2,21/05/10,Náutico,Bragantino,B,3
3,26/05/10,EC Vitória,Atlético-MG,A,4
4,26/05/10,Fluminense,Flamengo,A,4
5,26/05/10,Grêmio,Avai,A,4
6,26/05/10,São Paulo,Palmeiras,A,4
7,26/05/10,Gremio Prudente,Corinthians,A,4
8,26/05/10,Santos,Guarani,A,4
9,26/05/10,Cruzeiro,Botafogo,A,4
10,27/05/10,Goiás,Ceará,A,4
11,27/05/10,Vasco,Internacional,A,4
12,27/05/10,Athletico-PR,Atlético-GO,A,4
13,01/10/10,Portuguesa,Paraná,B,26
14,27/11/10,Figueirense,Paraná,B,38
