Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,28/05/10,Paraná,Vila Nova,B,5
2,30/07/10,Portuguesa,São Caetano,B,11
3,11/09/10,Flamengo,EC Vitória,A,21
4,11/09/10,Corinthians,Grêmio,A,21
5,11/09/10,Atlético-GO,Fluminense,A,21
6,12/09/10,Palmeiras,Vasco,A,21
7,12/09/10,Botafogo,São Paulo,A,21
8,12/09/10,Atlético-MG,Gremio Prudente,A,21
9,12/09/10,Avai,Cruzeiro,A,21
10,12/09/10,Guarani,Athletico-PR,A,21
11,12/09/10,Internacional,Goiás,A,21
12,12/09/10,Ceará,Santos,A,21
13,06/11/10,São Caetano,Sport,B,34
14,20/11/10,ASA,América-RN,B,37
