Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,08/05/10,Botafogo,Santos,A,1
2,08/05/10,Atlético-GO,Grêmio,A,1
3,08/05/10,Palmeiras,EC Vitória,A,1
4,09/05/10,Flamengo,São Paulo,A,1
5,09/05/10,Atlético-MG,Vasco,A,1
6,09/05/10,Internacional,Cruzeiro,A,1
7,09/05/10,Corinthians,Athletico-PR,A,1
8,09/05/10,Ceará,Fluminense,A,1
9,09/05/10,Guarani,Goiás,A,1
10,09/05/10,Avai,Gremio Prudente,A,1
11,03/09/10,América-MG,Ponte Preta,B,19
12,04/09/10,Americana,Coritiba,B,19
13,28/09/10,Bahia,Icasa,B,25
14,12/10/10,Ponte Preta,Sport,B,28
