Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,23/05/10,Guarani,São Paulo,A,5
2,23/05/10,Atlético-MG,Fluminense,A,5
3,23/05/10,Internacional,Athletico-PR,A,5
4,23/05/10,Corinthians,Santos,A,5
5,23/05/10,Ceará,Cruzeiro,A,5
6,23/05/10,Botafogo,Vasco,A,5
7,23/05/10,Atlético-GO,Goiás,A,5
8,29/05/10,Avai,EC Vitória,A,5
9,29/05/10,Flamengo,Grêmio,A,5
10,29/05/10,Palmeiras,Gremio Prudente,A,5
11,01/06/10,Portuguesa,América-MG,B,6
12,20/07/10,Brasiliense,Paraná,B,10
13,14/09/10,Santo André,Paraná,B,22
14,06/11/10,Náutico,Icasa,B,34
