Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,27/07/10,Santo André,América-RN,B,11
2,03/08/10,América-RN,Portuguesa,B,12
3,18/09/10,Bragantino,Náutico,B,22
4,16/10/10,Flamengo,Internacional,A,30
5,16/10/10,Athletico-PR,Goiás,A,30
6,17/10/10,Atlético-MG,Avai,A,30
7,17/10/10,Guarani,Corinthians,A,30
8,17/10/10,Grêmio,Cruzeiro,A,30
9,17/10/10,Atlético-GO,Vasco,A,30
10,17/10/10,EC Vitória,Gremio Prudente,A,30
11,17/10/10,Fluminense,Botafogo,A,30
12,17/10/10,São Paulo,Santos,A,30
13,17/10/10,Palmeiras,Ceará,A,30
14,20/11/10,Icasa,Coritiba,B,37
