Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,15/05/10,Duque de Caxias,Náutico,B,2
2,22/05/10,Botafogo,Goiás,A,3
3,22/05/10,Atlético-GO,Santos,A,3
4,22/05/10,Palmeiras,Grêmio,A,3
5,23/05/10,Atlético-MG,Athletico-PR,A,3
6,23/05/10,Internacional,São Paulo,A,3
7,23/05/10,Corinthians,Fluminense,A,3
8,23/05/10,Ceará,EC Vitória,A,3
9,23/05/10,Guarani,Cruzeiro,A,3
10,23/05/10,Avai,Vasco,A,3
11,23/05/10,Flamengo,Gremio Prudente,A,3
12,02/10/10,Icasa,ASA,B,26
13,16/10/10,Sport,Coritiba,B,29
14,09/11/10,Portuguesa,Brasiliense,B,35
