Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,10/08/10,Coritiba,São Caetano,B,13
2,07/09/10,Duque de Caxias,Americana,B,20
3,27/10/10,Flamengo,Corinthians,A,32
4,28/10/10,Fluminense,Grêmio,A,32
5,28/10/10,São Paulo,Athletico-PR,A,32
6,28/10/10,Atlético-GO,Ceará,A,32
7,30/10/10,Internacional,Santos,A,32
8,30/10/10,EC Vitória,Vasco,A,32
9,30/10/10,Palmeiras,Goiás,A,32
10,30/10/10,Gremio Prudente,Cruzeiro,A,32
11,30/10/10,Atlético-MG,Botafogo,A,32
12,30/10/10,Avai,Guarani,A,32
13,12/11/10,Sport,Santo André,B,36
14,Duque de Caxias,1-0,,B,24/25/09/10
