Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,24/07/10,Coritiba,Sport,B,10
2,28/08/10,Santos,Goiás,A,17
3,28/08/10,Internacional,Botafogo,A,17
4,28/08/10,Vasco,Cruzeiro,A,17
5,28/08/10,Ceará,Gremio Prudente,A,17
6,28/08/10,Americana,América-RN,B,17
7,29/08/10,Corinthians,EC Vitória,A,17
8,29/08/10,Guarani,Flamengo,A,17
9,29/08/10,Atlético-MG,Palmeiras,A,17
10,29/08/10,Fluminense,São Paulo,A,17
11,29/08/10,Atlético-GO,Avai,A,17
12,29/08/10,Athletico-PR,Grêmio,A,17
13,19/10/10,Náutico,Paraná,B,30
14,31/10/10,Ipatinga,Brasiliense,B,11
