Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,10/08/10,Vila Nova,Ponte Preta,B,13
2,28/08/10,Americana,América-RN,B,17
3,15/09/10,Santos,Atlético-GO,A,22
4,15/09/10,Cruzeiro,Guarani,A,22
5,15/09/10,Goiás,Botafogo,A,22
6,15/09/10,Athletico-PR,Atlético-MG,A,22
7,15/09/10,Fluminense,Corinthians,A,22
8,15/09/10,Gremio Prudente,Flamengo,A,22
9,15/09/10,Grêmio,Palmeiras,A,22
10,15/09/10,EC Vitória,Ceará,A,22
11,16/09/10,São Paulo,Internacional,A,22
12,16/09/10,Vasco,Avai,A,22
13,19/10/10,Figueirense,Bahia,B,30
14,02/11/10,Sport,Bragantino,B,33
