Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,13/07/10,Duque de Caxias,Portuguesa,B,8
2,07/09/10,Figueirense,São Caetano,B,20
3,06/10/10,Fluminense,Santos,A,28
4,06/10/10,Grêmio,Gremio Prudente,A,28
5,06/10/10,Guarani,Botafogo,A,28
6,06/10/10,Ceará,Internacional,A,28
7,06/10/10,Athletico-PR,Vasco,A,28
8,06/10/10,São Paulo,EC Vitória,A,28
9,06/10/10,Atlético-MG,Corinthians,A,28
10,07/10/10,Palmeiras,Avai,A,28
11,07/10/10,Goiás,Cruzeiro,A,28
12,07/10/10,Flamengo,Atlético-GO,A,28
13,22/10/10,Duque de Caxias,América-MG,B,31
14,06/11/10,Figueirense,Duque de Caxias,B,34
