Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,21/08/10,Goiás,Gremio Prudente,A,15
2,21/08/10,Ceará,Grêmio,A,15
3,21/08/10,Botafogo,Avai,A,15
4,22/08/10,Santos,Atlético-MG,A,15
5,22/08/10,Internacional,Atlético-GO,A,15
6,22/08/10,Athletico-PR,Flamengo,A,15
7,22/08/10,Guarani,Palmeiras,A,15
8,22/08/10,Cruzeiro,EC Vitória,A,15
9,22/08/10,Vasco,Fluminense,A,15
10,22/08/10,Corinthians,São Paulo,A,15
11,04/09/10,ASA,Duque de Caxias,B,19
12,14/09/10,Figueirense,América-MG,B,22
13,29/10/10,Náutico,Americana,B,32
14,Figueirense,1-0,,B,24/25/09/10
