Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,13/08/10,ASA,Santo André,B,14
2,31/08/10,América-RN,ASA,B,18
3,07/09/10,Coritiba,Náutico,B,20
4,28/09/10,Vasco,Santos,A,26
5,28/09/10,Goiás,Flamengo,A,26
6,29/09/10,Palmeiras,Internacional,A,26
7,29/09/10,Gremio Prudente,Guarani,A,26
8,29/09/10,Cruzeiro,Atlético-GO,A,26
9,29/09/10,Athletico-PR,EC Vitória,A,26
10,29/09/10,Fluminense,Avai,A,26
11,29/09/10,Grêmio,São Paulo,A,26
12,29/09/10,Corinthians,Botafogo,A,26
13,29/09/10,Ceará,Atlético-MG,A,26
14,19/10/10,Brasiliense,Ipatinga,B,30
