Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,25/05/10,Coritiba,Brasiliense,B,4
2,01/06/10,Icasa,Bahia,B,6
3,16/07/10,América-RN,Coritiba,B,9
4,20/11/10,Náutico,Vila Nova,B,37
5,02/12/10,Gremio Prudente,Internacional,A,38
6,05/12/10,Fluminense,Guarani,A,38
7,05/12/10,Cruzeiro,Palmeiras,A,38
8,05/12/10,Goiás,Corinthians,A,38
9,05/12/10,Grêmio,Botafogo,A,38
10,05/12/10,Vasco,Ceará,A,38
11,05/12/10,Santos,Flamengo,A,38
12,05/12/10,São Paulo,Atlético-MG,A,38
13,05/12/10,Athletico-PR,Avai,A,38
14,05/12/10,EC Vitória,Atlético-GO,A,38
