Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,07/05/10,Bahia,América-RN,B,1
2,13/07/10,Ipatinga,Sport,B,8
3,31/07/10,São Paulo,Ceará,A,12
4,31/07/10,Fluminense,Athletico-PR,A,12
5,31/07/10,Atlético-GO,Guarani,A,12
6,01/08/10,Palmeiras,Corinthians,A,12
7,01/08/10,EC Vitória,Botafogo,A,12
8,01/08/10,Internacional,Grêmio,A,12
9,01/08/10,Avai,Goiás,A,12
10,01/08/10,Atlético-MG,Cruzeiro,A,12
11,01/08/10,Flamengo,Vasco,A,12
12,01/08/10,Gremio Prudente,Santos,A,12
13,02/11/10,Paraná,América-MG,B,33
14,06/11/10,Brasiliense,Bahia,B,34
