Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,21/07/10,São Paulo,Gremio Prudente,A,10
2,21/07/10,Atlético-MG,Internacional,A,10
3,21/07/10,EC Vitória,Goiás,A,10
4,21/07/10,Flamengo,Avai,A,10
5,21/07/10,Atlético-GO,Corinthians,A,10
6,21/07/10,Grêmio,Vasco,A,10
7,21/07/10,Athletico-PR,Santos,A,10
8,22/07/10,Guarani,Ceará,A,10
9,22/07/10,Palmeiras,Botafogo,A,10
10,22/07/10,Fluminense,Cruzeiro,A,10
11,24/08/10,São Caetano,Paraná,B,16
12,21/09/10,Americana,Ponte Preta,B,23
13,28/09/10,Ponte Preta,Coritiba,B,25
14,09/10/10,Vila Nova,Figueirense,B,27
