Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,21/08/10,Ipatinga,Coritiba,B,15
2,04/09/10,Ceará,Vasco,A,19
3,04/09/10,Corinthians,Goiás,A,19
4,04/09/10,Botafogo,Grêmio,A,19
5,05/09/10,Flamengo,Santos,A,19
6,05/09/10,Guarani,Fluminense,A,19
7,05/09/10,Palmeiras,Cruzeiro,A,19
8,05/09/10,Avai,Athletico-PR,A,19
9,05/09/10,Atlético-MG,São Paulo,A,19
10,05/09/10,Atlético-GO,EC Vitória,A,19
11,05/09/10,Internacional,Gremio Prudente,A,19
12,11/09/10,Americana,Sport,B,21
13,18/09/10,Coritiba,Portuguesa,B,22
14,22/10/10,Americana,São Caetano,B,31
