Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,13/07/10,Duque de Caxias,Portuguesa,B,8
2,31/08/10,Sport,América-MG,B,18
3,18/09/10,Corinthians,Gremio Prudente,A,23
4,18/09/10,Botafogo,Cruzeiro,A,23
5,18/09/10,Atlético-GO,Athletico-PR,A,23
6,19/09/10,Palmeiras,São Paulo,A,23
7,19/09/10,Guarani,Santos,A,23
8,19/09/10,Atlético-MG,EC Vitória,A,23
9,19/09/10,Internacional,Vasco,A,23
10,19/09/10,Flamengo,Fluminense,A,23
11,19/09/10,Avai,Grêmio,A,23
12,19/09/10,Ceará,Goiás,A,23
13,16/10/10,Bragantino,América-RN,B,29
14,06/11/10,Figueirense,Duque de Caxias,B,34
