Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,17/07/10,Vasco,Athletico-PR,A,9
2,17/07/10,EC Vitória,São Paulo,A,9
3,18/07/10,Internacional,Ceará,A,9
4,18/07/10,Atlético-GO,Flamengo,A,9
5,18/07/10,Corinthians,Atlético-MG,A,9
6,18/07/10,Avai,Palmeiras,A,9
7,18/07/10,Santos,Fluminense,A,9
8,18/07/10,Cruzeiro,Goiás,A,9
9,18/07/10,Botafogo,Guarani,A,9
10,18/07/10,Gremio Prudente,Grêmio,A,9
11,31/07/10,ASA,América-MG,B,11
12,21/09/10,Paraná,Duque de Caxias,B,23
13,15/10/10,Ipatinga,Ponte Preta,B,29
14,Sport Recife,1-2,,B,24/25/09/10
