Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,11/10/19,Oeste,Ponte Preta,B,28
2,11/10/19,Sport,São Bento,B,28
3,11/10/19,Guarani,CRB,B,28
4,11/10/19,Cuiabá,Vitória,B,28
5,26/10/19,Corinthians,Santos,A,28
6,26/10/19,Ceará,Vasco,A,28
7,26/10/19,Bahia,Internacional,A,28
8,26/10/19,Fluminense,Chapecoense,A,28
9,26/10/19,Cruzeiro,Fortaleza,A,28
10,27/10/19,Athletico-PR,Goiás,A,28
11,27/10/19,Grêmio,Botafogo,A,28
12,27/10/19,São Paulo,Atlético-MG,A,28
13,27/10/19,Avai,Palmeiras,A,28
14,27/10/19,Flamengo,CSA,A,28
