Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,20/07/19,Vasco,Fluminense,A,11
2,20/07/19,Bahia,Cruzeiro,A,11
3,20/07/19,Ceará,Palmeiras,A,11
4,20/07/19,CSA,Athletico-PR,A,11
5,20/07/19,Internacional,Grêmio,A,11
6,21/07/19,Botafogo,Santos,A,11
7,21/07/19,Atlético-MG,Fortaleza,A,11
8,21/07/19,Corinthians,Flamengo,A,11
9,21/07/19,Avai,Goiás,A,11
10,22/07/19,São Paulo,Chapecoense,A,11
11,23/07/19,Londrina,Vitória,B,11
12,23/07/19,CRB,Criciúma,B,11
13,23/07/19,Guarani,Cuiabá,B,11
14,23/07/19,Bragantino,Ponte Preta,B,11
