Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,29/07/19,Coritiba,Botafogo-SP,B,13
2,30/07/19,Brasil-RS,Vila Nova,B,13
3,30/07/19,São Bento,Criciúma,B,13
4,30/07/19,Ponte Preta,América-MG,B,13
5,03/08/19,Ceará,Fortaleza,A,13
6,03/08/19,Fluminense,Internacional,A,13
7,04/08/19,Santos,Goiás,A,13
8,04/08/19,Avai,Botafogo,A,13
9,04/08/19,Bahia,Flamengo,A,13
10,04/08/19,Corinthians,Palmeiras,A,13
11,04/08/19,Vasco,CSA,A,13
12,04/08/19,Atlético-MG,Cruzeiro,A,13
13,05/08/19,Grêmio,Chapecoense,A,13
14,21/08/19,Athletico-PR,São Paulo,A,13
