Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,24/09/19,Oeste,São Bento,B,24
2,24/09/19,Vitória,Atlético-GO,B,24
3,24/09/19,Figueirense,Bragantino,B,24
4,09/10/19,CSA,Internacional,A,24
5,09/10/19,Botafogo,Goiás,A,24
6,09/10/19,Fortaleza,Chapecoense,A,24
7,09/10/19,Bahia,São Paulo,A,24
8,09/10/19,Grêmio,Ceará,A,24
9,09/10/19,Cruzeiro,Fluminense,A,24
10,09/10/19,Santos,Palmeiras,A,24
11,10/10/19,Corinthians,Athletico-PR,A,24
12,10/10/19,Avai,Vasco,A,24
13,10/10/19,Flamengo,Atlético-MG,A,24
14,29/10/19,Cuiabá,Coritiba,B,24
