Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,26/04/19,São Bento,Atlético-GO,B,1
2,27/04/19,São Paulo,Botafogo,A,1
3,27/04/19,Atlético-MG,Avai,A,1
4,27/04/19,Chapecoense,Internacional,A,1
5,27/04/19,Flamengo,Cruzeiro,A,1
6,27/04/19,Criciúma,Cuiabá,B,1
7,27/04/19,Botafogo-SP,Vitória,B,1
8,28/04/19,Grêmio,Santos,A,1
9,28/04/19,Bahia,Corinthians,A,1
10,28/04/19,Athletico-PR,Vasco,A,1
11,28/04/19,Ceará,CSA,A,1
12,28/04/19,Palmeiras,Fortaleza,A,1
13,28/04/19,Fluminense,Goiás,A,1
14,29/04/19,Coritiba,Ponte Preta,B,1
