Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,04/05/19,Vasco,Corinthians,A,3
2,04/05/19,Palmeiras,Internacional,A,3
3,04/05/19,Ceará,Atlético-MG,A,3
4,05/05/19,Chapecoense,Athletico-PR,A,3
5,05/05/19,São Paulo,Flamengo,A,3
6,05/05/19,Botafogo,Fortaleza,A,3
7,05/05/19,CSA,Santos,A,3
8,05/05/19,Cruzeiro,Goiás,A,3
9,05/05/19,Grêmio,Fluminense,A,3
10,05/05/19,Bahia,Avai,A,3
11,09/05/19,Coritiba,Londrina,B,3
12,10/05/19,Bragantino,Atlético-GO,B,3
13,11/05/19,Sport,Figueirense,B,3
14,11/05/19,Criciúma,América-MG,B,3
