Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,12/06/19,Botafogo,Grêmio,A,9
2,12/06/19,Fortaleza,Cruzeiro,A,9
3,12/06/19,Internacional,Bahia,A,9
4,12/06/19,CSA,Flamengo,A,9
5,12/06/19,Santos,Corinthians,A,9
6,13/06/19,Vasco,Ceará,A,9
7,13/06/19,Chapecoense,Fluminense,A,9
8,13/06/19,Palmeiras,Avai,A,9
9,13/06/19,Atlético-MG,São Paulo,A,9
10,13/06/19,Goiás,Athletico-PR,A,9
11,09/07/19,Criciúma,Coritiba,B,9
12,12/07/19,Ponte Preta,Oeste,B,9
13,13/07/19,Paraná,Bragantino,B,9
14,13/07/19,Botafogo-SP,Brasil-RS,B,9
