Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,18/05/19,Fluminense,Cruzeiro,A,5
2,18/05/19,Palmeiras,Santos,A,5
3,18/05/19,Atlético-MG,Flamengo,A,5
4,19/05/19,São Paulo,Bahia,A,5
5,19/05/19,Internacional,CSA,A,5
6,19/05/19,Athletico-PR,Corinthians,A,5
7,19/05/19,Goiás,Botafogo,A,5
8,19/05/19,Chapecoense,Fortaleza,A,5
9,19/05/19,Vasco,Avai,A,5
10,19/05/19,Ceará,Grêmio,A,5
11,24/05/19,CRB,Vila Nova,B,5
12,25/05/19,Ponte Preta,Paraná,B,5
13,25/05/19,Coritiba,Cuiabá,B,5
14,26/05/19,Atlético-GO,Vitória,B,5
