Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,19/11/19,Criciúma,Paraná,B,37
2,20/11/19,Sport,Ponte Preta,B,37
3,20/11/19,Vila Nova,Oeste,B,37
4,24/11/19,Coritiba,Bragantino,B,37
5,04/12/19,Athletico-PR,Santos,A,37
6,04/12/19,Ceará,Corinthians,A,37
7,04/12/19,Atlético-MG,Botafogo,A,37
8,04/12/19,Chapecoense,CSA,A,37
9,04/12/19,Fluminense,Fortaleza,A,37
10,04/12/19,São Paulo,Internacional,A,37
11,05/12/19,Grêmio,Cruzeiro,A,37
12,05/12/19,Palmeiras,Goiás,A,37
13,05/12/19,Bahia,Vasco,A,37
14,05/12/19,Flamengo,Avai,A,37
