Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,10/09/19,América-MG,Criciúma,B,22
2,13/09/19,Botafogo-SP,São Bento,B,22
3,14/09/19,Vitória,Guarani,B,22
4,15/09/19,Figueirense,Sport,B,22
5,28/09/19,Flamengo,São Paulo,A,22
6,29/09/19,Corinthians,Vasco,A,22
7,29/09/19,Santos,CSA,A,22
8,29/09/19,Internacional,Palmeiras,A,22
9,29/09/19,Fluminense,Grêmio,A,22
10,29/09/19,Athletico-PR,Chapecoense,A,22
11,29/09/19,Atlético-MG,Ceará,A,22
12,30/09/19,Avai,Bahia,A,22
13,30/09/19,Fortaleza,Botafogo,A,22
14,30/09/19,Goiás,Cruzeiro,A,22
