Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,26/07/19,América-MG,Atlético-GO,B,12
2,27/07/19,Palmeiras,Vasco,A,12
3,27/07/19,Cruzeiro,Athletico-PR,A,12
4,27/07/19,Fluminense,São Paulo,A,12
5,27/07/19,Internacional,Ceará,A,12
6,27/07/19,Criciúma,Figueirense,B,12
7,27/07/19,Cuiabá,Brasil-RS,B,12
8,27/07/19,Oeste,Londrina,B,12
9,28/07/19,Chapecoense,Bahia,A,12
10,28/07/19,Flamengo,Botafogo,A,12
11,28/07/19,Santos,Avai,A,12
12,28/07/19,Goiás,Atlético-MG,A,12
13,28/07/19,Fortaleza,Corinthians,A,12
14,29/07/19,CSA,Grêmio,A,12
